TransactionID,Amount,ReferenceNumber,Date,Description
DLZBFOLEEJUJ,99.62,REF-99740197,2025-09-16,deposit
OBECVJQCNSXZ,638.32,REF-89874981,2025-01-29,withdrawal
GOBWJLNQJZFQ,954.05,REF-82057359,2025-06-04,deposit
1BVP6FQMFSO2,662.2,REF-78373374,2025-03-25,payment
F7CUDBRC3FN7,964.64,REF-16995137,2025-04-05,withdrawal
GHJ3Z3Y4MLNJ,276.02,REF-92253062,2026-01-14,deposit
HDN3KJD3AVGJ,570.85,REF-10237858,2026-01-11,invoice
X6KJUNTDQZ10,217,REF-02038648,2025-08-06,invoice
JM7UKTSGHUWB,37.74,REF-65655498,2025-06-23,payment
PJ6DV00AAL4G,707.31,REF-38830629,2025-05-17,payment
A9YZUWQY393H,978.49,REF-29918636,2025-03-01,withdrawal
ASVU1BDOCTB1,681.81,REF-71166291,2025-02-11,withdrawal
AFGLMJVAYELE,919.52,REF-75190009,2025-05-06,payment
MYIA76A2BTI1,169.87,REF-18320873,2025-12-13,invoice
SAEY5RJDOF3O,691.65,REF-25393773,2025-07-03,withdrawal
CWB9S9OSIQS0,88.33,REF-63969565,2025-12-04,invoice
TV7VXKG26EDB,119.46,REF-68531809,2025-06-27,withdrawal
MKTYGHQSGLDN,23.97,REF-19160739,2025-10-15,payment
VFBDDWDKP1DX,535.1,REF-52772460,2026-01-01,invoice
59DZOU91DZPH,946.05,REF-11242863,2025-06-11,invoice
CC1VODXEF6H1,862.24,REF-17002247,2026-01-06,withdrawal
7QEF12ON81LT,296.06,REF-06905994,2025-05-06,deposit
QYDJICVRENOD,558.22,REF-47735071,2026-01-26,payment
QT30N0LHWXBI,848.19,REF-26547696,2025-10-13,withdrawal
1SUMF5ESN4BJ,364.38,REF-52287798,2025-03-04,withdrawal
NWFAQA3IP8GT,117.21,REF-46400615,2025-05-02,invoice
FIXSSG6AWFJ1,78.25,REF-22389384,2025-10-16,payment
E5HH50HQWRGR,96.89,REF-99221100,2025-05-22,withdrawal
GQRJIWFN3E61,560.69,REF-75631936,2025-10-22,withdrawal
220DI69EMCZC,957.19,REF-07724981,2025-09-17,invoice
Y79HFUKGXKMU,786.78,REF-23867392,2025-06-09,deposit
AJKFG0JKFWD5,969.53,REF-74709046,2025-06-08,invoice
KVEQ6IMI9IQQ,517.01,REF-24673150,2025-02-09,withdrawal
FMPE6IHALBPF,126.17,REF-61363689,2025-03-16,payment
O6KVI2JASGHB,488.16,REF-76766286,2025-07-01,invoice
82VVJGL8RDFK,411.91,REF-54662188,2025-05-12,payment
Z0J0AOBLVHJ9,961.68,REF-53299582,2025-05-16,invoice
GWR8IHM9ZUZE,396.57,REF-87808439,2025-10-06,payment
KMPS7SAD356G,223.46,REF-23470220,2025-07-15,payment
QCED26PBU6PC,548.44,REF-73953621,2025-06-12,withdrawal
MEW1MFVVO62X,263.02,REF-58305165,2025-12-06,invoice
SLPXPVG0MCWW,492.65,REF-25853974,2025-07-15,deposit
SBYKAKMVB88R,291.17,REF-43163997,2025-04-21,payment
M3RMUULJAEW0,422.55,REF-25943303,2025-06-12,deposit
YZFZ3CODVTVV,839,REF-81243720,2025-11-16,withdrawal
BTTJIKNCY5XZ,535.08,REF-90063107,2025-05-21,withdrawal
LHR1WJT9F0MJ,122.96,REF-10340677,2025-07-10,payment
HKN2XPNPGJUG,737.89,REF-20316036,2025-11-02,withdrawal
EGXESC2IWXVE,148.45,REF-02609418,2025-07-04,invoice
QJUMYAIXZFFI,576.32,REF-69533697,2025-06-29,invoice
LTGKAWJYDOD8,340.06,REF-99965342,2025-08-13,payment
P197WDSUWUQC,45.23,REF-67191804,2025-12-24,deposit
6CEDZ4CTTERX,783.65,REF-51735555,2025-04-09,withdrawal
ES3BQEWP1FPZ,590.05,REF-02122033,2025-06-05,payment
U0FQZX87ONEI,703.14,REF-41868725,2025-12-11,withdrawal
WB545MRUKIXF,317,REF-33113383,2026-01-13,invoice
HJP1J8FQKLIN,588.17,REF-79524156,2025-04-17,deposit
SH0LWHMJHC9I,209.3,REF-50425921,2025-04-01,deposit
DGMA3C4JJLPT,777.45,REF-87643962,2025-05-06,deposit
V0J9J2LNJVVY,137.13,REF-45769510,2025-11-13,deposit
6CBFM9MPY5WN,443.09,REF-47520173,2025-05-20,payment
SOLK3VKARFZL,834.72,REF-68453658,2025-07-06,payment
QS7EV6ORKQM2,486.19,REF-20884224,2025-04-30,invoice
M485M8VTCCTU,586.58,REF-88939119,2025-05-26,payment
7JRQ5AV2OS2X,552.88,REF-35231295,2025-12-06,withdrawal
ONKSMSWQ6LN0,615.71,REF-86688224,2025-05-13,deposit
JDJJGRZ8WTN7,878.44,REF-62699499,2025-02-25,invoice
COYFKKQ4NENR,534.07,REF-34408929,2025-07-09,payment
CYRMD6PGFOXX,357.91,REF-14824961,2025-04-13,payment
LKMHGQVUGPSP,460.85,REF-58420381,2025-07-19,withdrawal
8NOX9E1V1BIV,0.99,REF-98525942,2026-01-14,deposit
ISIMUMNRJTGN,371.22,REF-78494681,2025-07-30,invoice
LDAR541TPBC9,228.1,REF-36615331,2025-10-22,payment
HHMEGYSHGXJT,846.92,REF-88328423,2025-09-21,payment
YNQISHALZM4L,708.85,REF-52108507,2025-11-02,payment
EGRFR02ZUX0R,16.53,REF-00846039,2025-06-26,deposit
AQQOLR4UAWJP,690.96,REF-33423509,2025-10-17,deposit
B2VDEZ9F6JHY,793.63,REF-75313703,2025-08-31,withdrawal
UWJQC6SJDW4G,244.76,REF-04250744,2025-06-23,withdrawal
KN4O3OCLFMSQ,666.81,REF-19813402,2025-11-28,deposit
ROZPQXZ4FTPL,593.82,REF-64226539,2025-10-17,payment
BMQMJKXSCJKF,979.23,REF-22618327,2025-10-10,deposit
Z896DIZRJYJK,830.28,REF-14752473,2025-05-25,invoice
WFBNLGUQ4N3E,162.06,REF-55893441,2025-11-23,invoice
COV5P551K2IX,71.02,REF-10571803,2025-08-14,invoice
WV6WZV4JONGC,303.13,REF-20599967,2025-02-18,payment
GIGAYQV1YDLZ,408.29,REF-08172484,2025-02-25,payment
JSQMNKPR1MNR,680.04,REF-24235799,2025-09-09,deposit
ULGZ2IKCEGIQ,18.2,REF-45060840,2025-07-15,deposit
XAVYAJ8ORUIO,733.52,REF-56411250,2025-03-25,invoice
9LGTTQTXGB8T,757.11,REF-23631033,2026-01-01,deposit
WRWVBAMJADER,884.47,REF-97745476,2025-07-28,payment
K0TXBCZAV2F0,593.36,REF-86209231,2025-08-05,payment
OICOGJ95LWQD,827.36,REF-86909210,2025-07-01,payment
KVUEAHYZ0NEY,639.89,REF-35739825,2025-05-03,payment
LP1YOXOLSHHW,519.16,REF-32720063,2026-01-04,invoice
E372VI4OYRRE,344.02,REF-17192900,2025-06-01,deposit
LCKT7N3WVX54,205.68,REF-33854410,2025-10-24,payment
B0NTZQEAJVRT,423.39,REF-12478246,2025-10-12,invoice
BZPZPE6LONFH,616.31,REF-25206558,2025-06-13,payment
9WFO8O1CTUAP,53.7,REF-32419280,2025-09-05,invoice
DJZLEQSEQGW8,486.91,REF-50091244,2025-05-16,payment
ULFCADGMNEM5,293.02,REF-94793576,2025-06-30,payment
FWECYBGKXQWW,212.48,REF-09366913,2026-01-22,invoice
J0BUYAMN3ORH,502.59,REF-01083225,2025-09-23,withdrawal
HFTUIUZPKE8S,856.66,REF-83644376,2025-05-26,invoice
GCUTEOTWBIH0,327.19,REF-49767896,2025-04-05,withdrawal
090RKUJCQEMF,355.84,REF-05438030,2025-12-30,withdrawal
XXOZSMRYR03L,23.32,REF-71496281,2025-11-14,withdrawal
ROY8NCYS0P7V,358.14,REF-47807155,2025-04-09,payment
JLZ5XHZ0BMSI,712.07,REF-04975259,2025-04-11,deposit
AHWX4PQYGFAH,597.09,REF-68026429,2025-09-25,invoice
1AAMA3GNEBYH,173.7,REF-77046948,2025-10-03,payment
3K9GZ35G3LKI,948.05,REF-71359917,2025-04-18,payment
OFUQAOMXMJ3Z,277.86,REF-72242766,2025-07-13,payment
HQUOWINPBEJX,884.71,REF-38143698,2026-01-26,invoice
CAVKPZOUKHV3,322.52,REF-26313778,2025-04-18,withdrawal
9WHGNFSRCF7K,397.21,REF-16313624,2025-04-29,withdrawal
VAGUBNIRDNTV,581.36,REF-90743038,2026-01-03,withdrawal
N9CVKYUUBXIH,270.28,REF-48998319,2025-02-22,invoice
IG8K5VTVGZEM,142.83,REF-14902963,2025-07-03,payment
KCXI5DLLDFZJ,556.1,REF-78959568,2025-09-13,deposit
OB3TZGDTVGVU,665.66,REF-27927124,2025-03-26,deposit
GRRMBFNUUAT0,264.01,REF-28815175,2025-11-25,deposit
LCMBW3KDUQJY,190.74,REF-21024932,2025-09-03,withdrawal
NPPH0ACEZ9BV,422.77,REF-49996833,2025-10-21,invoice
YKQ72V8RUKPU,909.24,REF-26721278,2025-04-12,withdrawal
L4QKEECCRVYH,320.99,REF-39242920,2025-11-02,payment
UU4CSHQ2JNS8,772.41,REF-09652865,2025-11-19,invoice
3FIHOXKYFXDR,758.84,REF-91625328,2025-10-18,payment
7NG1EEVXL7IK,902.43,REF-58466884,2025-09-14,withdrawal
73XYCY5MVCCN,76.55,REF-07237543,2025-05-19,withdrawal
ATETFCH0IMX8,29.59,REF-38053096,2025-08-18,withdrawal
IVF6SBFQYDQC,64.54,REF-09896222,2025-10-21,payment
XZZ9BJWUPRWS,595.61,REF-20653592,2025-08-31,invoice
NLG6ZFEUJXBU,744.03,REF-02369869,2025-01-29,invoice
3MDTZB4XAB7B,814.1,REF-62307514,2025-03-25,invoice
BLZVIAYH1YNQ,410.62,REF-02565892,2025-12-20,payment
MGULPUAYML31,443.46,REF-39300907,2025-12-14,withdrawal
07SG66COYTU5,606.67,REF-29391132,2025-05-05,deposit
NTOP7CB3CL6E,890.77,REF-28731353,2025-03-20,invoice
GYIDRACIRFBA,391.32,REF-86287180,2025-12-02,deposit
UPD6RQ9Y8KKS,892.35,REF-02482024,2025-06-30,deposit
2EH8UYCECSAS,31.02,REF-07386321,2026-01-01,deposit
TO5KC7Q2BQZ5,918.81,REF-14826234,2025-10-14,withdrawal
3DUDANKEH9KF,354.36,REF-11232604,2025-06-24,payment
PP4Z1AAUF4TX,587.91,REF-24910944,2025-09-15,deposit
YVPVWTTW9ZU1,24.83,REF-03768556,2025-05-04,payment
2VLEEWP2TFWT,322.76,REF-40758502,2025-05-27,invoice
VF0X1HROZWNW,820.84,REF-43865012,2025-10-06,invoice
ETBAUJSAHCTK,903.04,REF-70376795,2025-06-14,withdrawal
JHGUKB9KJFBU,536.68,REF-17866628,2025-10-16,withdrawal
FHX2FKPTYLZB,827.47,REF-17988210,2026-01-04,withdrawal
OOORBUWLQLUT,702.41,REF-63583933,2025-12-11,payment
VB81GBCRVW1R,653.41,REF-35543751,2025-02-08,deposit
1YFDNATQ0XFE,998.52,REF-56851640,2025-11-14,withdrawal
NRR6ZTMORZRP,375.28,REF-82780632,2026-01-06,deposit
58TWTD6ANZ4Y,872.29,REF-52382065,2025-06-29,payment
HGUI3BURUDKN,621.22,REF-31194203,2025-05-13,withdrawal
SBIEIEYOUHUS,639.32,REF-30894914,2025-09-06,withdrawal
9JMRGJRU8S0X,491.86,REF-75965520,2025-05-07,payment
YBXVNHXBVFG3,180.96,REF-89756642,2025-04-28,withdrawal
8CRQUNQENMTT,836.95,REF-25285119,2025-03-30,invoice
ZYCGU1MCC7HR,92.55,REF-59539806,2025-06-15,invoice
2MRGVVQHDT3C,633.75,REF-31562821,2025-05-18,payment
RZDWTZ79Q0PN,633.58,REF-15690850,2025-06-04,withdrawal
JDNWG20JWULE,820.47,REF-33298235,2025-11-06,invoice
MX1F3GW4CK3X,538.34,REF-53943344,2025-07-06,payment
G4UBPSRKJZGV,219.08,REF-85790087,2025-03-26,deposit
MIKTQNRT6UCX,381.88,REF-60693198,2025-12-28,payment
UDEAJ2MRW7EY,521.24,REF-82029655,2025-01-30,deposit
K23Z5H2GLMVX,226.7,REF-12263721,2025-03-02,payment
FTLWPMNEDLQD,429.53,REF-37454987,2025-07-03,withdrawal
1XKQFTYRVNIN,563.06,REF-51330663,2025-07-09,deposit
DAUPMKPF0ADZ,36.92,REF-22601347,2025-10-30,invoice
6PMUSH5PWRUM,578.26,REF-09340682,2025-10-11,withdrawal
SS8HKBQ3F1U8,701.61,REF-39535807,2025-07-29,deposit
OZY7EHG4SB7L,114.02,REF-48134642,2025-11-08,withdrawal
JXTVNCYAEOTM,798.3,REF-18791549,2025-08-06,payment
J4RQ7RCFLDTX,230.18,REF-49074777,2025-09-22,invoice
JGPJIX4IF5QG,937.35,REF-08764000,2025-04-05,deposit
0W9DKBZVJ9BA,340.52,REF-31850554,2025-04-28,deposit
SCEXLOTSJ4R9,406.63,REF-77968295,2025-02-07,invoice
IZX9M9LBAVMT,753.96,REF-01413697,2025-08-10,deposit
ORV41YJDPSBD,888.24,REF-55851607,2025-05-01,invoice
BPWCHRWOB2I8,66.06,REF-67832263,2025-06-28,deposit
2MUM0HWMM0PA,270.5,REF-77672251,2025-12-18,withdrawal
THXRJKXV5TMA,833.34,REF-73987160,2025-05-03,withdrawal
7UUPN2NNIWLB,696.31,REF-13763214,2025-05-25,payment
FVDB2TFQUNXI,839.77,REF-78535814,2025-12-20,invoice
OBEQGUBDU4F9,298.29,REF-90858166,2025-10-09,withdrawal
3NVORERB9TNL,477.74,REF-21058003,2025-02-10,payment
S28JMPUBNG9M,86.09,REF-67719887,2025-12-19,payment
DQM3JYO6WSDX,170.4,REF-86235014,2025-09-08,withdrawal
MMWGAFJQENCI,794.38,REF-95717647,2025-05-19,payment
N9MVRIQRBEZF,851.76,REF-05924254,2025-06-21,withdrawal
4PUTZTVBSYFR,933.95,REF-79283374,2025-12-19,payment
HFBPJJUA7JDN,803.67,REF-08919140,2025-09-02,withdrawal
D4SAZBJWSC8P,499.59,REF-44151180,2025-05-17,payment
IRID3OVUCNI7,556.02,REF-48741756,2025-02-17,payment
ONW6ZLO0AHKR,75.24,REF-92964450,2026-01-17,withdrawal
NXG2EXWF5HNL,157.14,REF-75259393,2025-09-29,deposit
5VYNOG5RWSM6,982.87,REF-76926748,2025-06-04,invoice
SSLIE84UVDMS,253.98,REF-77869926,2025-09-09,payment
FRXDRRBM1CJI,444.81,REF-86388052,2025-10-12,withdrawal
A5008CLWD1I7,721.54,REF-20595443,2025-12-24,payment
YH75OCNB7XJS,953.12,REF-14970713,2025-09-18,deposit
RQVGGZKJFAVI,192.05,REF-34980080,2025-10-13,invoice
TYVCHEIRA1BZ,854.01,REF-03892330,2025-07-15,invoice
GVAVGMVDWHNY,310.56,REF-43121752,2025-06-22,payment
SRBTZ7IDDCCD,560,REF-12633374,2025-09-02,payment
9FCYTH43VMMR,497,REF-36268061,2025-08-24,payment
CSZKI5JYAQPF,616.32,REF-19532905,2025-08-15,withdrawal
TQFAYYFZHJXL,312.61,REF-68123527,2025-08-06,invoice
TKJ39ADDMO7H,837.61,REF-98983227,2025-07-07,withdrawal
HW4KJML0BLFP,4.94,REF-55719923,2025-11-14,deposit
SGCXWXZCKV8E,730.69,REF-07681331,2025-05-19,deposit
TEQVXWE6A5ZO,720.8,REF-34739835,2025-12-15,payment
MXP1YME37LVE,849.97,REF-92196705,2025-06-28,deposit
61Y9PN35LZH3,532.44,REF-83910804,2025-10-21,invoice
U746KERHW0JN,210.22,REF-00252835,2025-12-02,deposit
BA8PTPDHP7EQ,954.54,REF-30397678,2025-09-22,deposit
FTEXKKCYW5MN,379.69,REF-38580894,2025-10-15,deposit
5Z5FHFSTMRAW,780.94,REF-51118792,2025-05-29,deposit
OBTHE6HVLDCJ,139.88,REF-71454990,2025-02-13,deposit
DJVPUEWTZVN0,167.61,REF-39649145,2025-03-28,deposit
FKDVCOR8LMDA,465.12,REF-04122414,2025-08-01,deposit
Q1TKHMMIBYGA,605.11,REF-65967719,2025-08-14,withdrawal
CPQSJZEH9JCJ,328.08,REF-32870697,2025-09-05,withdrawal
AOYKLSZHO1V3,827.1,REF-20982159,2025-06-27,invoice
CBIZDK9JUYCP,97.87,REF-90100049,2025-08-04,payment
EC5TOSY0BCOR,166.97,REF-15299762,2025-09-10,deposit
ZYERUHDTZK8M,12.86,REF-53625063,2025-08-21,deposit
BAK8EFBFKG3B,119.3,REF-02713010,2026-01-23,invoice
BVXAQ4MKKYPC,175.31,REF-10425892,2025-02-07,payment
ONBWQUUC1F1O,989.76,REF-10295400,2025-05-17,withdrawal
TUR4UQKTOSOS,426.62,REF-63318612,2025-12-02,deposit
LZUHT3QXSLM9,430.6,REF-02738106,2026-01-13,payment
FMJNY0XPZCYB,274.36,REF-06794063,2025-02-26,invoice
TDTKKH4SWH9M,820.87,REF-22374224,2026-01-03,payment
MER3M7LTLUGG,771.2,REF-60689459,2025-05-22,invoice
5WBK1GYMPXWQ,414.51,REF-13444147,2025-07-19,deposit
VBEF0ZXZX0SA,100,REF-87414724,2025-03-07,payment
GG84SRGKU1UD,954.39,REF-15234028,2025-08-27,invoice
KQYI730O7PGF,73.54,REF-36714571,2025-03-06,deposit
PF8TI666T58C,995.62,REF-68666808,2025-07-31,invoice
ONSDUVBK3THR,781.7,REF-61555729,2025-11-05,invoice
0JZZT799YCF4,82.78,REF-54273776,2025-11-21,invoice
VANBKT4ENDT1,473.28,REF-34843644,2025-05-16,payment
EYXVAT0VPXXI,632.72,REF-30030895,2025-07-14,invoice
N91LSPDVRHQA,222.36,REF-25007704,2025-04-01,deposit
FZFRICYV8LEQ,322.5,REF-10795053,2026-01-10,payment
LXPQGAFQX9G9,53.88,REF-43778899,2025-11-26,deposit
RKWSWKQ8OBNH,967.36,REF-30061278,2025-07-18,withdrawal
03PAGKZKKSL0,846.53,REF-91472031,2025-08-17,payment
XI7CF5VW5RXN,213.63,REF-27662929,2026-01-20,invoice
E8Y7BPGSN9ZU,945.17,REF-83473920,2025-09-19,deposit
HX7IKHOZKP0X,551.12,REF-04004566,2026-01-13,payment
GMUWFDI0VWRW,357.18,REF-60326952,2025-04-22,deposit
YDPJJAD70IXD,26.7,REF-77990941,2025-11-10,deposit
AWL4JWSPJOBK,482.14,REF-19081586,2025-09-08,deposit
OOMMIYUSNBME,350.99,REF-72022055,2026-01-17,payment
DT8ZRXGGT631,219.07,REF-24033509,2025-11-22,withdrawal
WXQPTU5YAN0I,774.24,REF-00520730,2025-03-04,invoice
LANFOQ8FBLIP,739.87,REF-68664986,2026-01-03,payment
M5B1MKIYGAZQ,789.85,REF-06975089,2025-03-10,payment
ATURNFEY3QJO,979.73,REF-93382125,2025-08-11,withdrawal
IK0THPJ2WFOP,272.11,REF-36329052,2025-11-08,payment
9POLZ7WOT4NS,65.46,REF-44734958,2026-01-17,withdrawal
JF6BR33M8MR7,939.23,REF-86235188,2025-07-03,payment
QGURDAUAVTDN,519.61,REF-73955027,2025-06-02,invoice
DMR4UWVAQW2R,253.45,REF-60637845,2026-01-09,invoice
5DSBY6LQAUWO,918.5,REF-24469701,2025-09-19,invoice
Z0P97UG8EERD,872.39,REF-57941591,2025-03-03,payment
1B5UFW82YIHZ,918.77,REF-81531401,2025-12-15,withdrawal
CFHSUGYSKGCI,548.07,REF-23537528,2025-04-18,withdrawal
MAEJDZSZA11J,355.03,REF-62640684,2026-01-17,payment
MA2QMWR7ESAE,657.42,REF-24990246,2025-09-19,withdrawal
XHN5GJVUQ56Q,259.47,REF-97626633,2025-08-18,payment
BZ4FJP2TQGGG,143.52,REF-85933970,2025-04-26,deposit
4D5KEDBG1WUV,890.11,REF-30254819,2025-06-20,invoice
704T6KERUCPB,711.63,REF-34017779,2025-08-15,invoice
FORXDRYOHCM2,737.27,REF-80089111,2025-01-29,deposit
8H6J2QMMOTXW,722.29,REF-48626923,2025-04-06,deposit
NLNXA7FK7GQR,329.67,REF-82847275,2025-09-21,withdrawal
9GP9MMI7ICAV,538.02,REF-87654649,2026-01-05,invoice
70F9DHDQWWOL,768.95,REF-08262018,2025-04-21,deposit
ZFKNK3PP0RLE,874.04,REF-98248484,2025-02-08,invoice
A8NCGLTVK1DN,84.65,REF-12529358,2025-08-12,withdrawal
HRWZZOFWPENL,195.96,REF-65061449,2025-11-18,withdrawal
OPNU5L06RGVC,845.66,REF-57339645,2025-03-21,deposit
OAHIKC7MZBUI,982.94,REF-62342611,2025-03-12,payment
KTPJFCTBBFG7,278.72,REF-89196795,2025-03-03,payment
7SDOYAAZHZTQ,382.15,REF-86601080,2025-08-13,deposit
2KZ5VZ6KN7D7,724.42,REF-09365017,2026-01-11,invoice
CJ4C5HEKHSRE,184.5,REF-04322238,2026-01-15,payment
2WJCAU7LKILY,144.85,REF-80350174,2025-11-04,withdrawal
AJYCMROR2KWJ,277.5,REF-00338992,2025-03-07,payment
CDGQSDQV7SEY,80.14,REF-36463323,2025-07-08,withdrawal
ZI8IZZPSMZSF,824.78,REF-86453665,2025-11-24,deposit
9TEIJ1GWXPBN,361.65,REF-51377510,2025-11-28,withdrawal
AKSTWRRGNFTU,268.73,REF-27392653,2025-08-15,withdrawal
J31MAWFOG9CK,489.38,REF-08027288,2025-10-27,withdrawal
GJ7L07IHANSW,43.36,REF-09157374,2025-09-30,invoice
MTWBVYN6O3V2,679.24,REF-75666457,2025-04-18,withdrawal
ILMGUW0VGAYB,517.6,REF-23454845,2025-06-06,deposit
XIAPHAMS889E,328.26,REF-53539640,2025-10-22,invoice
RM0SNJBKJVUW,99.65,REF-36980418,2025-12-01,payment
ZVQFBGKGDJSZ,927.37,REF-59867541,2025-12-24,payment
SIOKJF9LCOZM,200.04,REF-17344728,2025-02-08,invoice
MFPYTGSQMFKO,557.91,REF-55292259,2025-06-30,payment
FCKR4DERGLTH,39.92,REF-30897781,2025-11-23,withdrawal
XP0Q1QSECOKH,653.58,REF-31564896,2025-02-15,invoice
XST0D03WBKVH,929.19,REF-97323419,2026-01-12,invoice
MVDWUVJCPWDP,134.41,REF-39612459,2025-07-10,deposit
IG4ZDSWSAFKK,877.34,REF-58028371,2025-04-21,deposit
GCQSPL42U7PQ,766.26,REF-72124875,2025-10-14,deposit
MUV4ANURSLOZ,25.65,REF-94542589,2025-09-02,invoice
GDIMTQGOOYUR,899.19,REF-02966220,2025-06-02,deposit
5WGA58ZITSXQ,635.91,REF-86839949,2025-07-18,invoice
QOJ5TMXBUG4A,182.61,REF-03802773,2025-07-08,withdrawal
XJNANP1PAVMS,64.5,REF-34544149,2025-02-21,payment
IN9DE18TAXMY,344.21,REF-60630635,2025-07-22,withdrawal
NHB0OPYLLQ3B,612.44,REF-77934895,2025-06-13,payment
VJISAV7U855Y,814.87,REF-52434144,2025-12-02,deposit
KU9FC6HHTCFO,181.78,REF-15220726,2025-07-29,invoice
JT0JLLSYGMZC,265.16,REF-21606373,2025-03-15,deposit
DBFKPFALXUHB,681.67,REF-33390850,2025-05-06,invoice
93LWHZ1F5TXF,958.76,REF-73344476,2025-07-03,payment
QV9LRM6TSAZV,392.13,REF-62180799,2025-08-20,deposit
EEDKZZWXSZI9,753.61,REF-23842378,2025-02-11,invoice
FVSQ8MMVPH66,986.72,REF-53084567,2026-01-05,payment
JT3QS38VY256,281.09,REF-92770395,2025-07-24,withdrawal
G4S0DGQGFKAT,809.1,REF-65564347,2025-12-07,invoice
JA1ZP7MQCYQG,505.63,REF-72792136,2026-01-11,deposit
736VJBTIFOOV,541.19,REF-98834436,2025-10-16,withdrawal
CIUD3WGSGJFY,582.52,REF-79123733,2026-01-10,withdrawal
QDSBSAWZ05OG,332.99,REF-97830332,2025-11-04,deposit
OQHEHEPVRQPR,643.5,REF-29828342,2025-02-20,invoice
WSVICRWZDBVM,353.21,REF-72247579,2025-12-28,payment
8U0WMCVRCPOH,907.99,REF-35284563,2025-12-21,deposit
FRKUKMV5MGPO,40.38,REF-93529011,2026-01-25,invoice
RZXCM8XQBMTA,502.95,REF-88990553,2025-02-21,withdrawal
N03D7JYATR60,485.35,REF-93113250,2025-12-20,withdrawal
WQFQZTMTTHLK,549.78,REF-43422440,2025-08-06,invoice
G640SKKEYA56,245.82,REF-25933174,2025-09-30,withdrawal
NFEVRCA6AQJV,410.85,REF-49177491,2025-06-25,deposit
MCDFPQZK0GSZ,75.33,REF-83564303,2025-04-14,invoice
3CG2GNB0UIE8,807.61,REF-90028358,2025-06-21,deposit
ESLHC5BKRKCV,464.84,REF-56491327,2026-01-07,payment
0YMUSQN6HAKD,427.75,REF-48585778,2025-04-16,withdrawal
FCYCBKSZJRJF,944.61,REF-95541961,2025-12-20,invoice
GPTOK7EBSQDF,841.73,REF-40313041,2025-11-27,withdrawal
0WRGCGQNWPE8,253.34,REF-12775220,2025-11-17,invoice
WQMDS4VGBFWC,119.47,REF-32042791,2025-09-25,deposit
XBWTCCRXESGX,219.71,REF-49368100,2025-11-26,payment
4QNM1HDBZ2FB,993.65,REF-95644912,2025-07-27,deposit
Q3BCTNE7EGQ9,126.09,REF-36079969,2026-01-13,deposit
7DYKFC8W3Q12,799.44,REF-20710231,2025-04-13,payment
S0ZX6RW7YTY0,210.09,REF-41491675,2025-12-25,withdrawal
SFOXFU2EYHNW,694.16,REF-83378091,2025-03-20,invoice
LXXHGEUTO4MO,317.63,REF-21901739,2025-09-17,deposit
GIV8WGYDYMGQ,375.6,REF-06696736,2025-04-25,deposit
N2YYMLVPZ5SG,653.84,REF-75849643,2025-09-14,deposit
R8FOGLRAIFA2,681.91,REF-59524671,2025-06-24,payment
AAABJKO5FIBI,967.32,REF-49048638,2025-05-23,invoice
LMI64K7M6WUT,594.3,REF-15301448,2025-09-29,deposit
B63C4MGQQLSI,197.44,REF-19986594,2025-04-17,invoice
JGHCV6C3QHKV,716.65,REF-08627880,2025-10-25,withdrawal
5SXFS6QAMDWK,139.44,REF-33301382,2025-03-24,invoice
XL3DVV4Z5RXH,182.09,REF-87443927,2025-04-07,withdrawal
NEIYNE5EUERX,997.78,REF-43677554,2025-08-08,withdrawal
O3MI2TC5JVY8,510.12,REF-81340222,2025-06-17,withdrawal
PI1J0XJWZXD1,107.32,REF-13590030,2025-10-11,payment
XAJT1RK3C0QE,597.87,REF-09241127,2025-12-14,withdrawal
GVZE4GHZPPSS,231.81,REF-14756309,2025-03-22,withdrawal
P1HJZV8N3N4Y,912.37,REF-35541240,2026-01-06,payment
WUXHBQBH6UAB,948.14,REF-78072757,2025-09-14,invoice
XNBQ3WPAJKIH,859.28,REF-74780335,2025-07-07,withdrawal
BUHLSSKKTCQU,173.76,REF-21814355,2025-05-04,deposit
S8FJYFIQ9MQU,580.78,REF-36799392,2025-06-15,invoice
C0A8YXFGPRTP,221.03,REF-73493449,2025-07-05,deposit
8RUAHCBXNYRL,975.34,REF-44151060,2025-07-30,invoice
TQADODZV4QID,796.25,REF-68787058,2025-12-13,invoice
PZCHSWQU9V6F,853.94,REF-58199230,2025-12-07,payment
QYTRDMCIOXLU,66.98,REF-81230455,2025-08-31,invoice
RS4EQYYGU7LR,518.91,REF-62001977,2025-07-16,invoice
4LHDHH3LIUYV,263.5,REF-14552495,2025-03-28,withdrawal
YJX1HVN7IY8X,948.87,REF-49853552,2025-08-27,invoice
UUVOFIENEQRS,748.09,REF-41870299,2025-09-10,invoice
BGT3FYS1FB2X,860.54,REF-95076489,2025-03-11,withdrawal
IHMSIIXQ4NP0,556.72,REF-38094504,2025-05-20,invoice
DHG186MZ28GC,946.67,REF-03805967,2025-07-11,withdrawal
PSMC2MGRNO1W,813.45,REF-77553975,2025-09-19,invoice
1CADZFJXBEBE,403.02,REF-83043681,2025-04-30,invoice
MD386MI6J6JU,137.15,REF-48512158,2025-01-30,deposit
KT6BSY3PWG0O,221.02,REF-22691349,2025-02-23,withdrawal
BNN97KSTWJEH,548.33,REF-08962497,2025-10-04,payment
